date,time,home_team,away_team,home_elo,away_elo,home_form3,home_form5,away_form3,away_form5,home_goals,away_goals,result,home_goals_ht,away_goals_ht,result_ht,home_shots,away_shots,home_shots_target,away_shots_target,home_fouls,away_fouls,home_corners,away_corners,home_yellow,away_yellow,home_red,away_red,odd_home,odd_draw,odd_away,odd_over25,odd_under25,season,league
2000-10-22,,Verona,Lazio,1685.67,1891.62,3.0,5.0,6.0,10.0,2.0,0.0,H,0.0,0.0,D,,,,,,,,,,,,,4.25,2.95,1.85,,,2000/2001,Serie A
2000-11-01,,Lazio,Brescia,1872.2,1610.38,4.0,7.0,2.0,3.0,2.0,1.0,H,1.0,1.0,D,,,,,,,,,,,,,1.2,5.0,9.0,,,2000/2001,Serie A
2000-11-01,,Vicenza,Perugia,1617.27,1656.6,0.0,0.0,4.0,7.0,1.0,0.0,H,0.0,0.0,D,,,,,,,,,,,,,2.05,3.0,3.2,,,2000/2001,Serie A
2000-11-01,,Parma,Milan,1773.32,1851.98,2.0,3.0,4.0,7.0,2.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,,2.5,2.85,2.6,,,2000/2001,Serie A
2000-11-01,,Juventus,Udinese,1837.12,1787.92,7.0,12.0,7.0,12.0,1.0,2.0,A,0.0,1.0,A,,,,,,,,,,,,,1.45,3.4,6.8,,,2000/2001,Serie A
2000-11-01,,Lecce,Napoli,1629.21,1567.2,4.0,7.0,0.0,0.0,1.0,1.0,D,0.0,0.0,D,,,,,,,,,,,,,1.9,2.8,4.0,,,2000/2001,Serie A
2000-11-01,,Fiorentina,Bari,1772.96,1630.38,5.0,8.0,1.0,2.0,2.0,2.0,D,1.0,0.0,H,,,,,,,,,,,,,1.45,3.5,6.5,,,2000/2001,Serie A
2000-11-01,,Atalanta,Verona,1654.77,1696.9,7.0,12.0,5.0,8.0,3.0,0.0,H,2.0,0.0,H,,,,,,,,,,,,,1.9,2.9,3.8,,,2000/2001,Serie A
2000-11-01,,Inter,Roma,1748.7,1809.05,3.0,5.0,9.0,15.0,2.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,,2.4,2.85,2.65,,,2000/2001,Serie A
2000-11-01,,Bologna,Reggina,1716.8,1640.17,6.0,10.0,3.0,5.0,2.0,0.0,H,0.0,0.0,D,,,,,,,,,,,,,1.55,3.0,6.8,,,2000/2001,Serie A
2000-11-04,,Fiorentina,Perugia,1772.96,1656.6,5.0,8.0,3.0,5.0,3.0,4.0,A,2.0,1.0,H,,,,,,,,,,,,,1.45,3.5,6.9,,,2000/2001,Serie A
2000-11-04,,Lazio,Bologna,1872.2,1716.8,6.0,9.0,9.0,11.0,2.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,,1.4,3.6,7.6,,,2000/2001,Serie A
2000-11-05,,Bari,Parma,1630.38,1773.32,1.0,3.0,4.0,6.0,0.0,1.0,A,0.0,0.0,D,,,,,,,,,,,,,2.9,3.0,2.3,,,2000/2001,Serie A
2000-11-05,,Brescia,Roma,1610.38,1809.05,2.0,3.0,6.0,11.0,2.0,4.0,A,2.0,1.0,H,,,,,,,,,,,,,3.6,2.9,2.0,,,2000/2001,Serie A
2000-11-05,,Napoli,Vicenza,1567.2,1617.27,1.0,1.0,3.0,4.0,1.0,2.0,A,1.0,1.0,D,,,,,,,,,,,,,1.95,3.05,3.55,,,2000/2001,Serie A
2000-11-05,,Reggina,Juventus,1640.17,1837.12,0.0,4.0,4.0,9.0,0.0,2.0,A,0.0,1.0,A,,,,,,,,,,,,,3.4,2.95,2.05,,,2000/2001,Serie A
2000-11-05,,Udinese,Lecce,1787.92,1629.21,7.0,13.0,4.0,6.0,2.0,0.0,H,0.0,0.0,D,,,,,,,,,,,,,1.45,3.45,6.9,,,2000/2001,Serie A
2000-11-05,,Verona,Inter,1696.9,1748.7,4.0,6.0,6.0,8.0,2.0,2.0,D,2.0,1.0,H,,,,,,,,,,,,,2.85,2.95,2.35,,,2000/2001,Serie A
2000-11-05,,Milan,Atalanta,1851.98,1654.77,1.0,5.0,9.0,13.0,3.0,3.0,D,1.0,3.0,A,,,,,,,,,,,,,1.35,4.0,7.2,,,2000/2001,Serie A
2000-11-11,,Atalanta,Brescia,1654.77,1610.38,7.0,11.0,1.0,2.0,2.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,,1.7,2.95,5.1,,,2000/2001,Serie A
2000-11-11,,Juventus,Lazio,1837.12,1872.2,4.0,10.0,6.0,10.0,1.0,1.0,D,1.0,1.0,D,,,,,,,,,,,,,2.3,3.05,2.85,,,2000/2001,Serie A
2000-11-12,,Vicenza,Verona,1617.27,1696.9,6.0,6.0,4.0,6.0,2.0,2.0,D,0.0,0.0,D,,,,,,,,,,,,,2.1,2.85,3.45,,,2000/2001,Serie A
2000-11-12,,Perugia,Napoli,1656.6,1567.2,6.0,7.0,1.0,1.0,1.0,1.0,D,0.0,1.0,A,,,,,,,,,,,,,1.8,3.1,4.15,,,2000/2001,Serie A
2000-11-12,,Roma,Reggina,1809.05,1640.17,6.0,12.0,0.0,3.0,2.0,1.0,H,1.0,0.0,H,,,,,,,,,,,,,1.22,5.0,10.0,,,2000/2001,Serie A
2000-11-12,,Inter,Lecce,1748.7,1629.21,4.0,7.0,4.0,5.0,0.0,1.0,A,0.0,1.0,A,,,,,,,,,,,,,1.31,4.1,8.5,,,2000/2001,Serie A
2000-11-12,,Bologna,Fiorentina,1716.8,1772.96,6.0,9.0,2.0,6.0,1.0,1.0,D,1.0,0.0,H,,,,,,,,,,,,,2.1,3.0,3.25,,,2000/2001,Serie A
2000-11-12,,Bari,Milan,1630.38,1851.98,1.0,2.0,2.0,5.0,1.0,3.0,A,0.0,0.0,D,,,,,,,,,,,,,3.05,2.95,2.2,,,2000/2001,Serie A
2000-11-12,,Parma,Udinese,1773.32,1787.92,6.0,8.0,9.0,13.0,2.0,0.0,H,0.0,0.0,D,,,,,,,,,,,,,1.75,3.15,4.3,,,2000/2001,Serie A
2000-11-18,,Inter,Perugia,1744.41,1647.96,4.0,7.0,4.0,7.0,2.0,1.0,H,1.0,1.0,D,,,,,,,,,,,,,1.4,3.7,7.25,,,2000/2001,Serie A
2000-11-18,,Lazio,Milan,1875.75,1827.42,7.0,10.0,4.0,5.0,1.0,1.0,D,1.0,0.0,H,,,,,,,,,,,,,2.0,2.9,3.6,,,2000/2001,Serie A
2000-11-19,,Verona,Roma,1675.92,1799.55,2.0,6.0,6.0,12.0,1.0,4.0,A,1.0,2.0,A,,,,,,,,,,,,,3.5,2.9,2.05,,,2000/2001,Serie A
2000-11-19,,Udinese,Reggina,1754.4,1613.61,6.0,10.0,0.0,0.0,3.0,0.0,H,2.0,0.0,H,,,,,,,,,,,,,1.4,3.65,7.15,,,2000/2001,Serie A
2000-11-19,,Napoli,Atalanta,1557.5,1668.02,2.0,2.0,7.0,13.0,0.0,0.0,D,0.0,0.0,D,,,,,,,,,,,,,2.5,2.9,2.7,,,2000/2001,Serie A
2000-11-19,,Lecce,Bari,1625.16,1611.39,4.0,7.0,1.0,1.0,2.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,,1.95,2.9,3.8,,,2000/2001,Serie A
2000-11-19,,Brescia,Juventus,1584.97,1811.32,0.0,2.0,4.0,8.0,0.0,0.0,D,0.0,0.0,D,,,,,,,,,,,,,3.7,3.1,1.9,,,2000/2001,Serie A
2000-11-19,,Bologna,Parma,1706.3,1787.36,4.0,10.0,9.0,10.0,2.0,1.0,H,0.0,0.0,D,,,,,,,,,,,,,2.45,2.95,2.7,,,2000/2001,Serie A
2000-11-19,,Fiorentina,Vicenza,1745.36,1620.96,2.0,6.0,7.0,7.0,3.0,2.0,H,1.0,2.0,A,,,,,,,,,,,,,1.55,3.35,5.7,,,2000/2001,Serie A
2000-11-25,,Atalanta,Lecce,1668.02,1625.16,5.0,11.0,6.0,10.0,1.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,,1.7,3.1,4.85,,,2000/2001,Serie A
2000-11-25,,Milan,Napoli,1827.42,1557.5,5.0,6.0,2.0,3.0,1.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,,1.3,4.3,9.0,,,2000/2001,Serie A
2000-11-26,,Roma,Fiorentina,1799.55,1745.36,9.0,12.0,4.0,6.0,1.0,0.0,H,0.0,0.0,D,,,,,,,,,,,,,1.5,3.4,6.3,,,2000/2001,Serie A
2000-11-26,,Vicenza,Inter,1620.96,1744.41,4.0,7.0,4.0,7.0,0.0,0.0,D,0.0,0.0,D,,,,,,,,,,,,,3.0,2.9,2.25,,,2000/2001,Serie A
2000-11-26,,Perugia,Bologna,1647.96,1706.3,4.0,7.0,4.0,10.0,1.0,3.0,A,0.0,2.0,A,,,,,,,,,,,,,2.3,2.85,3.05,,,2000/2001,Serie A
2000-11-26,,Reggina,Brescia,1613.61,1584.97,0.0,0.0,1.0,2.0,0.0,3.0,A,0.0,0.0,D,,,,,,,,,,,,,2.3,2.8,3.0,,,2000/2001,Serie A
2000-11-26,,Parma,Lazio,1787.36,1875.75,6.0,9.0,5.0,8.0,2.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,,2.45,2.8,2.85,,,2000/2001,Serie A
2000-11-26,,Juventus,Verona,1811.32,1675.92,5.0,6.0,2.0,5.0,2.0,1.0,H,1.0,0.0,H,,,,,,,,,,,,,1.28,4.2,8.6,,,2000/2001,Serie A
2000-11-26,,Bari,Udinese,1611.39,1754.4,0.0,1.0,6.0,12.0,2.0,1.0,H,0.0,0.0,D,,,,,,,,,,,,,2.45,2.85,2.75,,,2000/2001,Serie A
2000-12-02,,Lazio,Reggina,1846.8,1582.67,2.0,8.0,0.0,0.0,2.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,,1.2,5.5,9.5,,,2000/2001,Serie A
2000-12-02,,Parma,Atalanta,1776.9,1666.64,6.0,12.0,7.0,11.0,2.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,,1.6,3.4,5.0,,,2000/2001,Serie A
2000-12-03,,Verona,Brescia,1654.49,1602.45,1.0,2.0,4.0,4.0,2.0,1.0,H,1.0,0.0,H,,,,,,,,,,,,,1.75,3.0,4.2,,,2000/2001,Serie A
2000-12-03,,Udinese,Milan,1744.2,1821.21,3.0,9.0,7.0,8.0,0.0,1.0,A,0.0,0.0,D,,,,,,,,,,,,,2.4,2.9,2.7,,,2000/2001,Serie A
2000-12-03,,Perugia,Roma,1625.94,1811.34,1.0,4.0,9.0,12.0,0.0,0.0,D,0.0,0.0,D,,,,,,,,,,,,,4.0,3.15,1.75,,,2000/2001,Serie A
2000-12-03,,Napoli,Bari,1550.3,1607.21,2.0,3.0,3.0,4.0,1.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,,1.85,3.0,3.8,,,2000/2001,Serie A
2000-12-03,,Lecce,Fiorentina,1621.83,1738.47,6.0,7.0,4.0,5.0,1.0,1.0,D,1.0,0.0,H,,,,,,,,,,,,,2.45,2.9,2.7,,,2000/2001,Serie A
2000-12-03,,Inter,Juventus,1743.83,1804.77,4.0,8.0,5.0,8.0,2.0,2.0,D,1.0,2.0,A,,,,,,,,,,,,,2.35,2.8,3.0,,,2000/2001,Serie A
2000-12-03,,Bologna,Vicenza,1720.4,1612.72,7.0,10.0,2.0,8.0,1.0,1.0,D,1.0,1.0,D,,,,,,,,,,,,,1.45,3.4,6.3,,,2000/2001,Serie A
2000-12-09,,Brescia,Napoli,1602.45,1550.3,4.0,4.0,4.0,5.0,1.0,1.0,D,1.0,0.0,H,,,,,,,,,,,,,1.95,3.0,3.7,,,2000/2001,Serie A
2000-12-09,,Reggina,Verona,1582.67,1654.49,0.0,0.0,3.0,5.0,1.0,1.0,D,0.0,1.0,A,,,,,,,,,,,,,2.5,2.9,2.65,,,2000/2001,Serie A
2000-12-10,,Vicenza,Lazio,1612.72,1846.8,2.0,6.0,4.0,8.0,1.0,4.0,A,0.0,2.0,A,,,,,,,,,,,,,3.5,2.9,2.05,,,2000/2001,Serie A
2000-12-10,,Roma,Udinese,1811.34,1744.2,7.0,13.0,3.0,6.0,2.0,1.0,H,2.0,1.0,H,,,,,,,,,,,,,1.45,3.55,6.6,,,2000/2001,Serie A
2000-12-10,,Milan,Lecce,1821.21,1621.83,7.0,11.0,4.0,7.0,4.0,1.0,H,3.0,1.0,H,,,,,,,,,,,,,1.31,4.2,8.2,,,2000/2001,Serie A
2000-12-10,,Juventus,Parma,1804.77,1776.9,5.0,9.0,6.0,12.0,1.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,,1.85,3.0,4.1,,,2000/2001,Serie A
2000-12-10,,Fiorentina,Inter,1738.47,1743.83,4.0,5.0,5.0,6.0,2.0,0.0,H,0.0,0.0,D,,,,,,,,,,,,,2.25,2.85,3.1,,,2000/2001,Serie A
2000-12-10,,Bari,Bologna,1607.21,1720.4,3.0,3.0,7.0,8.0,2.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,,2.4,2.8,2.9,,,2000/2001,Serie A
2000-12-10,,Atalanta,Perugia,1666.64,1625.94,4.0,8.0,1.0,5.0,0.0,0.0,D,0.0,0.0,D,,,,,,,,,,,,,1.6,3.25,5.55,,,2000/2001,Serie A
2000-12-16,,Napoli,Reggina,1571.64,1590.3,4.0,6.0,1.0,1.0,6.0,2.0,H,3.0,0.0,H,,,,,,,,,,,,,1.7,3.1,4.8,,,2000/2001,Serie A
2000-12-16,,Perugia,Bari,1642.47,1622.54,2.0,3.0,6.0,6.0,4.0,1.0,H,1.0,0.0,H,,,,,,,,,,,,,1.9,2.8,4.2,,,2000/2001,Serie A
2000-12-17,,Verona,Milan,1670.11,1856.19,4.0,5.0,9.0,13.0,1.0,1.0,D,1.0,1.0,D,,,,,,,,,,,,,3.5,2.8,2.1,,,2000/2001,Serie A
2000-12-17,,Udinese,Fiorentina,1742.53,1756.71,0.0,3.0,4.0,8.0,1.0,3.0,A,1.0,1.0,D,,,,,,,,,,,,,1.95,2.9,3.8,,,2000/2001,Serie A
2000-12-17,,Parma,Vicenza,1802.68,1619.85,6.0,9.0,2.0,3.0,0.0,2.0,A,0.0,0.0,D,,,,,,,,,,,,,1.27,4.5,8.0,,,2000/2001,Serie A
2000-12-17,,Lecce,Juventus,1629.45,1821.97,1.0,7.0,7.0,9.0,1.0,4.0,A,0.0,2.0,A,,,,,,,,,,,,,3.8,3.0,1.9,,,2000/2001,Serie A
2000-12-17,,Lazio,Roma,1854.89,1833.93,6.0,8.0,7.0,13.0,0.0,1.0,A,0.0,0.0,D,,,,,,,,,,,,,2.45,2.65,3.0,,,2000/2001,Serie A
2000-12-17,,Inter,Brescia,1751.14,1604.73,2.0,5.0,4.0,5.0,0.0,0.0,D,0.0,0.0,D,,,,,,,,,,,,,1.3,4.2,9.0,,,2000/2001,Serie A
2000-12-17,,Bologna,Atalanta,1713.84,1668.73,4.0,8.0,4.0,8.0,0.0,1.0,A,0.0,0.0,D,,,,,,,,,,,,,1.95,2.8,4.0,,,2000/2001,Serie A
2000-12-22,,Bari,Lazio,1622.54,1854.89,3.0,6.0,6.0,7.0,1.0,2.0,A,0.0,1.0,A,,,,,,,,,,,,,3.9,3.0,1.9,,,2000/2001,Serie A
2000-12-22,,Roma,Juventus,1833.93,1821.97,7.0,13.0,7.0,11.0,0.0,0.0,D,0.0,0.0,D,,,,,,,,,,,,,2.15,2.95,3.1,,,2000/2001,Serie A
2000-12-23,,Udinese,Bologna,1742.53,1713.84,0.0,3.0,1.0,7.0,3.0,1.0,H,2.0,0.0,H,,,,,,,,,,,,,1.85,3.1,3.85,,,2000/2001,Serie A
2000-12-23,,Reggina,Vicenza,1590.3,1619.85,1.0,1.0,4.0,5.0,1.0,0.0,H,0.0,0.0,D,,,,,,,,,,,,,2.4,2.85,2.8,,,2000/2001,Serie A
2000-12-23,,Napoli,Parma,1571.64,1802.68,7.0,8.0,3.0,6.0,2.0,2.0,D,0.0,1.0,A,,,,,,,,,,,,,2.65,2.8,2.6,,,2000/2001,Serie A
2000-12-23,,Milan,Perugia,1856.19,1642.47,7.0,11.0,5.0,5.0,1.0,2.0,A,1.0,1.0,D,,,,,,,,,,,,,1.25,4.5,9.8,,,2000/2001,Serie A
2000-12-23,,Brescia,Lecce,1604.73,1629.45,2.0,6.0,1.0,4.0,2.0,2.0,D,0.0,1.0,A,,,,,,,,,,,,,1.9,3.0,3.6,,,2000/2001,Serie A
2000-12-23,,Atalanta,Inter,1668.73,1751.14,4.0,8.0,2.0,6.0,0.0,1.0,A,0.0,1.0,A,,,,,,,,,,,,,2.3,3.0,2.85,,,2000/2001,Serie A
2000-12-23,,Fiorentina,Verona,1756.71,1670.11,7.0,10.0,5.0,5.0,2.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,,1.47,3.4,6.75,,,2000/2001,Serie A
2001-01-06,,Juventus,Fiorentina,1835.57,1776.03,7.0,11.0,9.0,10.0,3.0,3.0,D,1.0,2.0,A,,,,,,,,,,,,,1.6,3.2,5.0,,,2000/2001,Serie A
2001-01-06,,Vicenza,Bari,1633.39,1609.16,3.0,5.0,3.0,6.0,1.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,,1.85,3.0,3.8,,,2000/2001,Serie A
2001-01-07,,Milan,Inter,1839.58,1753.93,4.0,10.0,4.0,6.0,2.0,2.0,D,0.0,1.0,A,,,,,,,,,,,,,2.1,2.8,3.6,,,2000/2001,Serie A
2001-01-07,,Atalanta,Roma,1671.77,1842.07,4.0,7.0,7.0,11.0,0.0,2.0,A,0.0,2.0,A,,,,,,,,,,,,,2.85,3.0,2.25,,,2000/2001,Serie A
2001-01-07,,Bologna,Brescia,1694.87,1608.36,0.0,4.0,3.0,6.0,1.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,,1.5,3.3,6.4,,,2000/2001,Serie A
2001-01-07,,Lazio,Napoli,1848.43,1586.0,6.0,9.0,5.0,8.0,1.0,2.0,A,0.0,2.0,A,,,,,,,,,,,,,1.2,4.5,11.0,,,2000/2001,Serie A
2001-01-07,,Lecce,Verona,1621.81,1667.38,1.0,2.0,2.0,5.0,4.0,2.0,H,0.0,1.0,A,,,,,,,,,,,,,1.95,2.9,3.7,,,2000/2001,Serie A
2001-01-07,,Parma,Reggina,1779.49,1585.59,1.0,7.0,4.0,4.0,0.0,2.0,A,0.0,1.0,A,,,,,,,,,,,,,1.2,4.5,11.0,,,2000/2001,Serie A
2001-01-07,,Perugia,Udinese,1665.44,1734.85,7.0,8.0,3.0,3.0,3.0,1.0,H,2.0,1.0,H,,,,,,,,,,,,,2.25,3.0,2.85,,,2000/2001,Serie A
2001-01-13,,Brescia,Perugia,1608.36,1665.44,2.0,3.0,9.0,11.0,1.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,,2.25,2.9,2.95,,,2000/2001,Serie A
2001-01-13,,Fiorentina,Milan,1776.03,1839.58,7.0,11.0,2.0,8.0,4.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,,2.2,2.9,3.1,,,2000/2001,Serie A
2001-01-14,,Udinese,Lazio,1734.85,1848.43,3.0,3.0,3.0,9.0,3.0,4.0,A,0.0,2.0,A,,,,,,,,,,,,,2.8,3.0,2.3,,,2000/2001,Serie A
2001-01-14,,Lecce,Vicenza,1621.81,1633.39,4.0,5.0,6.0,7.0,3.0,1.0,H,2.0,0.0,H,,,,,,,,,,,,,1.95,3.1,3.5,,,2000/2001,Serie A
2001-01-14,,Verona,Napoli,1667.38,1586.0,1.0,5.0,7.0,11.0,2.0,1.0,H,0.0,0.0,D,,,,,,,,,,,,,2.05,3.05,3.25,,,2000/2001,Serie A
2001-01-14,,Roma,Bari,1842.07,1609.16,7.0,11.0,0.0,3.0,1.0,1.0,D,0.0,0.0,D,,,,,,,,,,,,,1.2,5.0,11.0,,,2000/2001,Serie A
2001-01-14,,Juventus,Bologna,1835.57,1694.87,5.0,9.0,3.0,4.0,1.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,,1.35,3.75,8.0,,,2000/2001,Serie A
2001-01-14,,Inter,Parma,1753.93,1779.49,5.0,6.0,1.0,4.0,1.0,1.0,D,0.0,1.0,A,,,,,,,,,,,,,1.87,3.1,3.5,,,2000/2001,Serie A
2001-01-14,,Reggina,Atalanta,1585.59,1671.77,6.0,7.0,3.0,4.0,1.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,,2.65,3.0,2.45,,,2000/2001,Serie A
2001-01-20,,Bologna,Verona,1695.61,1662.22,3.0,3.0,3.0,5.0,1.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,,1.6,3.1,5.3,,,2000/2001,Serie A
2001-01-20,,Lazio,Inter,1840.27,1755.99,6.0,9.0,5.0,6.0,2.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,,1.75,3.1,4.4,,,2000/2001,Serie A
2001-01-21,,Perugia,Juventus,1668.19,1834.16,6.0,10.0,5.0,11.0,0.0,1.0,A,0.0,0.0,D,,,,,,,,,,,,,3.7,3.1,1.85,,,2000/2001,Serie A
2001-01-21,,Atalanta,Fiorentina,1655.68,1793.83,0.0,4.0,7.0,13.0,0.0,0.0,D,0.0,0.0,D,,,,,,,,,,,,,2.42,3.0,2.7,,,2000/2001,Serie A
2001-01-21,,Bari,Reggina,1611.91,1613.54,1.0,4.0,9.0,10.0,2.0,1.0,H,1.0,1.0,D,,,,,,,,,,,,,1.85,3.05,3.9,,,2000/2001,Serie A
2001-01-21,,Milan,Roma,1821.19,1843.44,1.0,5.0,5.0,11.0,3.0,2.0,H,3.0,1.0,H,,,,,,,,,,,,,2.3,2.9,2.95,,,2000/2001,Serie A
2001-01-21,,Napoli,Udinese,1597.68,1717.19,4.0,8.0,3.0,3.0,0.0,1.0,A,0.0,0.0,D,,,,,,,,,,,,,2.0,3.0,3.45,,,2000/2001,Serie A
2001-01-21,,Parma,Lecce,1761.51,1639.13,2.0,2.0,7.0,7.0,1.0,1.0,D,0.0,0.0,D,,,,,,,,,,,,,1.4,3.6,7.0,,,2000/2001,Serie A
2001-01-21,,Vicenza,Brescia,1630.33,1611.84,3.0,6.0,4.0,6.0,1.0,1.0,D,0.0,1.0,A,,,,,,,,,,,,,1.85,3.1,3.85,,,2000/2001,Serie A
